fen,static_cp,search_cp,bestmove,class,pieces,gap_sigmoid,gap_cp,clamped
rnb1k2r/pp1pb2p/4p3/2pn4/5B2/3P1N1P/PPP1B1P1/RN1K3R w kq - 1 10,-5.0,4.0,f4d2,quiet,26,0.012951,9.0,0
r1q3k1/1p3rpp/p2p4/2nPp1b1/P3Pn2/R3BP2/1P1NN3/3K1Q1R b - - 5 19,152.0,108.0,c8d7,quiet,25,0.055177,44.0,0
5r1r/1kp5/4p3/RPb1p2p/3BP1pP/3P2N1/1Q3qP1/3K3R b - - 0 32,-160.0,211.0,e5d4,capture,21,0.486367,371.0,0
8/4rkpp/5n2/8/6P1/8/6KP/2B2R2 b - - 0 32,140.0,25.0,e7e2,quiet,10,0.155320,115.0,0
8/4kp2/1p1qp3/1P5p/5P2/2Q3K1/8/8 w - - 0 51,-172.0,-219.0,c3e3,quiet,10,0.050031,47.0,0
1k1r2nr/pbpp2pp/1p1b1p2/1P1Nnq2/Q1P1pN2/4P3/1B1P2PP/R4BKR b - - 1 12,275.0,159.0,g8e7,quiet,30,0.115554,116.0,0
8/8/6B1/4b3/8/8/1p6/2k4K w - - 20 60,-484.0,-352.0,h1g2,quiet,5,0.058393,132.0,0
4k3/p6p/1r4p1/N1pp4/P3q2P/2P1Pr2/3Q4/R1K1R3 w - - 0 25,59.0,-26.0,h4h5,quiet,18,0.121448,85.0,0
2r3k1/5R1p/p1b3p1/P5rn/3B4/2Nn2P1/1p2N2P/5RK1 w - - 0 27,-183.0,-256.0,f7a7,quiet,19,0.072179,73.0,0
r1b1kr2/p1q1n1p1/1ppp1p1p/4p3/P1B1P2P/1QP1NPP1/3R2K1/R7 b q - 3 16,241.0,75.0,c7d8,quiet,26,0.193874,166.0,0
r3k2r/1bq2pR1/p3p2p/2bnP3/8/2PB1N2/2Q2PPP/2BR2K1 b kq - 0 17,-251.0,-165.0,d5c3,capture,23,0.088130,86.0,0
r2k2r1/1bppq3/1b5Q/3PP3/4PP2/p2B2P1/3NK2P/B6R w - - 0 24,58.0,29.0,d2c4,quiet,21,0.041064,29.0,0
r1bk1br1/1p1p1p1R/p1n5/1Np1p3/P3P1n1/3P2P1/1PPB4/R3KBN1 w Q - 0 12,25.0,26.0,b5c3,quiet,26,0.001431,1.0,0
r4rk1/3qbp1p/n4npP/2pp4/4p3/1P2P3/1BP1NPP1/RN1QK2R b KQ - 3 12,24.0,70.0,a6b4,quiet,26,0.064913,46.0,0
8/kp4r1/p7/b1pNp3/2P1P3/P7/1r4BP/1N3RK1 w - - 4 32,165.0,-82.0,d5e3,quiet,17,0.336942,247.0,0
1rbqk2r/2pp1ppp/p3p3/P1b1n3/2P1P3/2N4P/RP2BPP1/2BQ1RK1 b k - 0 9,-60.0,-48.0,d7d6,quiet,28,0.016857,12.0,0
r7/5r1k/6bP/2QpppP1/5P2/3B4/pq2P1K1/R6R b - - 1 36,174.0,235.0,e5e4,quiet,18,0.063204,61.0,0
8/6p1/4kb1p/1r5P/R4PK1/6P1/8/8 b - - 21 80,299.0,246.0,f6b2,quiet,10,0.043556,53.0,0
6k1/8/2b2pr1/2n5/1P5R/7P/4R1PK/3r4 w - - 0 48,-378.0,-190.0,b4c5,capture,12,0.148985,188.0,0
r4rk1/1bpp4/2N4p/p1qn1pp1/P7/1R3PP1/4B1KP/3Q3R w - - 0 24,-211.0,-218.0,d1d5,capture,22,0.007034,7.0,0
1k1rqb1r/p1n5/bppp1npp/4pB2/3PP3/P1N2NP1/1PPB1P2/2KRQ2R w - - 0 15,148.0,-24.0,d4e5,capture,30,0.235461,172.0,0
4r3/6k1/2p2p2/p1Pp4/Pp1r2nP/1P2P1P1/3BR1N1/1K6 w - - 0 55,-164.0,-150.0,g2f4,quiet,19,0.016534,14.0,0
1r5r/p3p3/5p1k/8/2B1N1Qp/b3q3/2R1N1PP/5R1K w - - 1 25,599.0,910.0,c2c3,quiet,18,0.025544,311.0,0
5bk1/p2r4/1p4p1/2pnN2p/P2p3P/1R4P1/3B1P2/1R4K1 b - - 2 37,-239.0,-284.0,d7c7,quiet,19,0.038516,45.0,0
8/6k1/8/4K3/6p1/2pr4/6R1/8 w - - 0 54,-297.0,-112.0,g2g4,capture,6,0.190973,185.0,0
8/8/2b5/5PpN/4k3/4P3/5K2/8 w - - 1 55,138.0,19.0,h5g7,quiet,7,0.161458,119.0,0
4r2r/p1k1b1p1/2pn4/1p5p/4bB1P/P3PNP1/1PPRB3/4K2R w - - 2 18,0.0,32.0,e1f2,quiet,23,0.045922,32.0,0
5k2/5p2/pp1r4/8/4bP2/P3nPP1/1P3K2/R7 w - - 0 29,-247.0,-92.0,f3e4,capture,14,0.176239,155.0,0
4rk2/3p1b1p/3P1qr1/1N3p2/P4P2/1P3P2/2KQ4/3R2N1 b - - 2 26,183.0,117.0,e8c8,quiet,18,0.079146,66.0,0
R1b1r3/3k4/2N3pp/2qP4/2p5/6Q1/5PPP/5BK1 w - - 3 30,470.0,843.0,a8a7,quiet,16,0.054901,373.0,0
2k4r/pp2r1pp/2b1n3/8/6P1/2P1p3/PP2B2P/2KR1RN1 b - - 3 19,192.0,136.0,c6a4,quiet,20,0.064941,56.0,0
2k5/2p4R/K7/3r4/1P6/8/8/8 w - - 2 73,139.0,118.0,h7h8,quiet,6,0.026432,21.0,0
8/8/8/8/4kn2/2b5/5P2/6K1 b - - 9 60,540.0,682.0,c3d4,quiet,5,0.023416,142.0,0
rn3rk1/pR1pqppp/4pn2/2p5/Q1PP4/3B1P1P/P2B1PP1/5RK1 w - - 0 13,144.0,177.0,f1b1,quiet,26,0.038628,33.0,0
6k1/1pB2pp1/2p2b1p/p4N2/P7/1K6/3r1PPP/3r1B1R w - - 5 26,-97.0,-339.0,f2f3,quiet,19,0.239527,242.0,0
4B3/8/1k6/2p4P/P7/8/3r1r2/2R4K b - - 0 61,151.0,226.0,c5c4,quiet,9,0.081412,75.0,0
q4rk1/4bppp/7n/2p5/4p3/4P1PP/r1Q1NP2/1RB2RK1 w - - 6 24,-69.0,-105.0,c2c4,quiet,21,0.048655,36.0,0
r3kb2/pp3p2/n1pP2pn/7p/2P1PPb1/2N3PP/PP1R4/2K2B1R b q - 0 13,36.0,-102.0,g4e6,quiet,25,0.194337,138.0,0
r2q1bnr/pkp2bp1/1p6/3P3P/4p3/2N1BB2/PP3P1P/R2QK2R w KQ - 0 12,285.0,175.0,c3e4,capture,25,0.105108,110.0,0
8/5Rp1/p7/P3P1k1/7p/8/7K/2r5 b - - 7 40,191.0,132.0,c1c2,quiet,9,0.068842,59.0,0
2B5/2p5/1p6/p2k4/P2B1n1P/1P6/5P2/2b2K2 w - - 2 52,102.0,102.0,d4g7,quiet,13,0.000000,0.0,0
1r4k1/p1b2rp1/b1p2p2/p1Pq4/3P1P1p/1PB4P/P1Q1N3/2K3RR b - - 0 19,126.0,178.0,d5f3,quiet,24,0.062101,52.0,0
1k1r4/2pq2p1/4b3/n3P2P/pp2Q3/b2pPN2/5PP1/B2RK2R w - - 1 29,-58.0,-19.0,f3d4,quiet,22,0.055386,39.0,0
2r2rk1/1q2b1p1/4pn1p/8/Qp1Bp3/2P3P1/1P3NKP/1R2R3 w - - 1 22,-69.0,-212.0,d4e3,quiet,21,0.174115,143.0,0
8/5k2/r5p1/5p1p/5P1P/6P1/4R3/5K2 w - - 0 47,33.0,-15.0,f1g2,quiet,10,0.068922,48.0,0
1r6/3rqk2/P1Q5/1P3ppN/8/4P1P1/3p1P2/1R4K1 w - - 0 43,19.0,14.0,b1d1,quiet,16,0.007179,5.0,0
3rk1nr/ppp1ppb1/8/5bN1/1P1n3P/8/PB4P1/2R1KBNR b k - 4 12,197.0,137.0,g8f6,quiet,23,0.069042,60.0,0
r3kb1r/2pq1ppp/bp2p3/p1n1P3/3N4/2NPQ3/PP1P1PPP/R1BR2K1 w kq - 4 10,126.0,70.0,e3f3,quiet,29,0.074379,56.0,0
8/8/5p2/2R5/5k1p/5P1K/1r5P/8 w - - 6 44,23.0,-69.0,c5c4,quiet,8,0.131065,92.0,0
8/1K6/1p6/1Pk2B2/3p4/7r/2P5/8 b - - 37 68,402.0,309.0,h3g3,quiet,8,0.054496,93.0,0
1k1r2r1/1ppq4/4bp2/p5pp/7P/2PBNPQ1/P1PB4/4RK2 w - - 3 18,75.0,-16.0,h4g5,capture,22,0.129297,91.0,0
1k2r3/1pp5/2n5/pnq2p2/3p4/PP1Pr3/2PNBQPP/R1K1R3 b - - 10 21,227.0,406.0,b5c3,quiet,23,0.124942,179.0,0
6r1/1R6/8/1P6/k2N1K2/4P1n1/8/8 b - - 2 56,-402.0,-438.0,g3h5,quiet,8,0.015586,36.0,0
6k1/3R2b1/b3p1p1/8/2n3P1/7R/3NKP2/r7 w - - 2 35,22.0,-170.0,d7d8,quiet,13,0.258448,192.0,0
r1b1k2r/p4qb1/p1P2pnp/3p3Q/4pP2/1P2P1P1/PBP1N2P/R3K2R b KQq - 3 14,42.0,-11.0,g6e7,quiet,27,0.075975,53.0,0
3rk1r1/1p3p2/4p3/2q1P2R/4B1P1/2Nn1P2/3Q4/1R3K2 b - - 0 28,-287.0,-247.0,d3e5,capture,17,0.033548,40.0,0
2r1r1k1/1p3bp1/3n4/pP6/q2N2R1/2PPp3/1Q4B1/1KR5 w - - 0 27,-150.0,-199.0,g2b7,capture,19,0.055310,49.0,0
1r2kb1r/3b2pp/B2qpn2/3pN3/P2p4/7P/3BQPP1/2R1K2R b k - 6 20,70.0,14.0,d7a4,capture,23,0.079260,56.0,0
8/8/8/4nk2/1R4p1/7p/4rN2/7K w - - 2 68,-318.0,-502.0,f2h3,capture,8,0.085509,184.0,0
r1b4R/2p3p1/4nk1p/p1p5/2P3P1/P4N2/P7/2K4R w - - 0 22,77.0,102.0,h1h5,quiet,17,0.033680,25.0,0
3r4/p3r1kp/Pp3np1/1Bp2p2/1b1p1P1P/1N3K2/1PP2P2/R6R b - - 1 24,152.0,40.0,e7f7,quiet,23,0.148470,112.0,0
2r1k2r/pR1bnpp1/4p2p/3pPP2/3b3q/P1PBB3/2P3P1/3Q1RK1 w k - 0 14,39.0,170.0,e3d4,capture,25,0.170939,131.0,0
r7/1p2q1k1/p4n1p/P3r1p1/5p2/2N4P/1PQB2P1/5RK1 b - - 3 26,300.0,317.0,e5a5,capture,19,0.012120,17.0,0
4B3/p5pk/3r2q1/5p1p/5P1P/P7/KB2Q3/2Rn4 b - - 3 29,-77.0,-147.0,g6g4,quiet,16,0.090737,70.0,0
r2qk1nr/1pp2ppp/p1nb4/3N4/2p4P/6P1/PP2PP2/RNBQ1RK1 w - - 1 10,-13.0,-33.0,d1c2,quiet,27,0.028649,20.0,0
2bq1r1k/R6p/1r1b4/2p1n3/3p1p2/3P1N1B/5P1P/Q3RK2 w - - 4 26,-194.0,-516.0,h3c8,capture,20,0.197830,322.0,0
8/8/R1bk4/8/P6r/1rp1B3/1PK2P2/1R6 b - - 1 41,-215.0,-222.0,b3b2,capture,12,0.006945,7.0,0
r2qkb1r/pp1N1pp1/2p1p2p/3n4/2NP4/2PQ2PP/PP3P2/R1B1K2R b KQkq - 0 9,-73.0,-73.0,e8d7,capture,27,0.000000,0.0,0
5Q2/1p6/p1p1R1r1/6k1/2Pq4/1P3b2/P2p1P2/1K6 w - - 8 52,-357.0,-458.0,e6g6,capture,15,0.046714,101.0,0
6k1/2p4p/4R3/r5p1/1p6/1P2Pp2/1BP2P2/3K4 w - - 0 32,158.0,209.0,d1d2,quiet,14,0.056174,51.0,0
r1bqk2r/1np3p1/1p2pn2/5p1p/2P5/b3PN2/2Q2PPP/RN2KB1R w KQkq - 0 12,-143.0,-122.0,a1a3,capture,26,0.026215,21.0,0
r1bq1k1r/1p3pp1/p1n2n2/3pp2p/2P5/1P2PP2/P1NNB1PP/R2QK2R w KQ - 0 9,-105.0,-56.0,e1g1,quiet,28,0.066769,49.0,0
6k1/3b1p1p/3p1qpQ/3P4/2Pp4/pr1P3P/5PP1/R4BK1 w - - 0 27,-31.0,-102.0,h6c1,quiet,20,0.098218,71.0,0
8/7r/2k5/8/3B4/8/6K1/8 b - - 5 71,214.0,185.0,h7d7,quiet,4,0.030513,29.0,0
7k/1p5q/5p2/1N2b3/P1p1P3/1P6/2P5/1K1QB2r w - - 0 32,20.0,-147.0,b3c4,capture,15,0.228520,167.0,0
4r1k1/1qb2p2/3p2p1/1P1R3p/2B1P3/2P4P/4QPP1/6K1 w - - 0 34,353.0,351.0,e2e3,quiet,18,0.001185,2.0,0
1r1q1rk1/1p2bpp1/p1npbn1p/2p1p3/P3P3/2NPB2P/1PPNBPP1/R2Q1RK1 b - - 0 10,3.0,36.0,b8a8,quiet,32,0.047306,33.0,0
6rk/r4Qp1/7p/7P/3q1p2/5P2/5RR1/6K1 w - - 7 46,192.0,-77.0,f7e6,quiet,13,0.360273,269.0,0
5r1k/4n1p1/pP5p/3B4/P1P1p1b1/2P1P1q1/3Q2P1/RN4K1 w - - 0 24,395.0,309.0,d5e4,capture,20,0.051142,86.0,0
r1br2k1/1p3pp1/p1n4p/8/P4p2/2RB4/1P1N2PP/5R1K b - - 2 16,279.0,344.0,c6e5,quiet,20,0.045842,65.0,0
r1bqkbr1/1pppp2p/8/1P3p2/1n4n1/P3P2N/1B1PB1P1/RN1QK1R1 b Qq - 0 9,2.0,-18.0,e7e6,quiet,27,0.028759,20.0,0
rq4k1/5pp1/2Rb1n2/p2p3p/1p6/3B1PP1/PP3B1P/4Q1K1 b - - 0 21,487.0,261.0,a5a4,quiet,21,0.124922,226.0,0
8/1b2k3/8/1p3r2/p3n3/2PN4/1P6/1BK1R3 w - - 12 40,58.0,127.0,d3b4,quiet,12,0.092338,69.0,0
8/1P4pk/P2N4/3b1n1p/8/3K3P/5r2/R7 b - - 0 37,-83.0,-169.0,f2f3,quiet,12,0.108461,86.0,0
7r/p1Q5/N2Pbpk1/1P2r3/7p/6p1/3P4/2R3K1 w - - 3 35,452.0,412.0,d2d4,quiet,15,0.016344,40.0,0
r7/1k5p/6p1/2p1qp2/1p2b3/1P2P2P/P2Q1PP1/2RR2K1 w - - 0 30,392.0,691.0,d2d7,quiet,19,0.076403,299.0,0
r3r1k1/2pb2b1/p7/2pq2Pp/3ppB1N/7P/PPP1QP2/3RK1R1 w - - 0 19,8.0,22.0,e2h5,capture,24,0.020107,14.0,0
8/1p3k2/4rpRp/5n1P/5P2/1P1K4/1B6/8 b - - 12 42,-35.0,-22.0,e6e3,quiet,12,0.018581,13.0,0
r1b2rk1/5pbp/p5p1/1p2P3/2PP4/4P3/1R2B1PP/2BR2K1 b - - 0 17,-32.0,-114.0,b5c4,capture,21,0.112493,82.0,0
r1bqk2r/p1n1ppbp/3p1np1/PPpP4/2B2P2/2N4P/1P1B2P1/R2QK1NR b KQkq - 2 11,128.0,30.0,e8g8,quiet,30,0.133235,98.0,0
8/1p6/p3k3/8/3KP3/Pr6/1P4R1/8 b - - 6 44,-116.0,-213.0,b3b5,quiet,9,0.112141,97.0,0
8/k7/1p2pR2/pB1p3b/Pb1P3r/1P6/2K5/2B5 w - - 0 42,-165.0,-79.0,f6e6,capture,15,0.109308,86.0,0
2kr1b1r/p7/1q1p2pP/4p1P1/1np1b2N/2B5/PP4BK/R2Q1R2 b - - 1 21,168.0,-68.0,e4g2,capture,23,0.321167,236.0,0
4r1k1/2p2ppp/1p6/8/5P2/r3pQPP/1q2R3/6KR b - - 1 24,799.0,538.0,b2b4,quiet,17,0.033275,261.0,0
r1b1k2r/pp1p1ppp/3p1n2/3Pp3/2P5/3BB2P/PP3PP1/R3K2R b KQkq - 0 13,-8.0,93.0,e5e4,quiet,25,0.142241,101.0,0
8/7k/5Q2/8/6PK/8/3q1P2/8 w - - 15 54,366.0,387.0,f6f5,quiet,6,0.011145,21.0,0
r2qkbn1/1p6/2p1n1p1/p3p3/N2pP2r/P4P1B/1PPBQ3/R3K2R b KQ - 3 15,207.0,189.0,b7b5,quiet,25,0.019025,18.0,0
2R5/1p4rk/1p1P4/4n3/p2Rpr1P/8/P3P2K/8 w - - 2 34,-163.0,-313.0,h2h3,quiet,15,0.139608,150.0,0
1k5r/2q2pp1/p3b3/3r2N1/PpNp4/1P1P3p/2P2Q1P/1K1R1R2 b - - 0 24,-168.0,52.0,d5g5,capture,22,0.298818,220.0,0
8/3r4/8/8/8/pR6/k1B1K3/8 b - - 19 62,58.0,-62.0,d7d6,quiet,6,0.170992,120.0,0
r7/2b1pk2/1pP1b1p1/6B1/1n2B1p1/pPR4p/P2R1P2/7K b - - 4 28,72.0,85.0,c7e5,quiet,20,0.017783,13.0,0
5rk1/6p1/2pq1pn1/Bbb5/3pP1Pp/1P1P1Q1P/2P3B1/4K1NR b - - 0 17,304.0,162.0,f8a8,quiet,23,0.134357,142.0,0
4rrk1/p2b2pp/2nq1n2/2p1p3/P1Pp4/3B1NBP/5PP1/R2QR1K1 w - - 4 19,68.0,-13.0,d1d2,quiet,25,0.115329,81.0,0
2r3k1/4bp2/5npp/4qb1P/1P1N4/4PB2/1QP3R1/2KR4 w - - 5 28,107.0,190.0,c1b1,quiet,19,0.099788,83.0,0
1n1k1bnr/1pq1p1p1/4b2p/3pPp1Q/r1pP1P2/1P3N2/P1PB2PP/R3KB1R b KQ - 0 10,-40.0,-63.0,a4a8,quiet,30,0.032372,23.0,0
2b1kbnr/1pp2pp1/2n1p2p/3q4/2PP1P2/5NP1/1B1N3P/r2QKB1R w Kk - 0 11,-212.0,-34.0,d1a1,capture,26,0.223354,178.0,0
8/Br1n4/B3k1p1/3b3p/5p2/5P2/6PP/R5K1 w - - 0 39,78.0,287.0,a6b7,capture,14,0.228773,209.0,0
2k1r3/1p6/3b1nq1/1PpP2p1/Q5b1/4PN2/1P3PB1/R1B1K3 w Q - 1 23,123.0,297.0,a4a8,quiet,20,0.176824,174.0,0
3r1Bnr/p2P1kpp/5p2/3p4/8/P4P2/1P3P1P/RN2KB1R b KQ - 0 12,-290.0,-340.0,f7f8,capture,21,0.034737,50.0,0
5rk1/p1p1r1p1/3p1p1p/p2P4/2P3qP/1PB1pRP1/4Q3/5K2 b - - 1 21,667.0,598.0,f8e8,quiet,21,0.009947,69.0,0
2kr1b1r/1bqpn3/p1n2p2/1p2p1p1/Pp2P3/2PP1PN1/3B1NBP/R2Q1RK1 w - - 0 14,-15.0,0.0,c3b4,capture,29,0.021573,15.0,0
r2q1rk1/1p2bppp/p1p2n2/2Pp4/1P1Q2b1/P1N2N2/4PPBP/R4RK1 b - - 5 10,276.0,214.0,b7b6,quiet,27,0.056297,62.0,0
8/8/8/4k3/8/3K4/7r/6R1 b - - 1 68,54.0,6.0,h2h3,quiet,4,0.068459,48.0,0
8/4k1p1/2p1p3/p2r2P1/1pN1K3/1P4R1/P7/8 w - - 4 36,274.0,246.0,g5g6,quiet,13,0.024093,28.0,0
4r1k1/4R2p/p1b3p1/r6n/3B2P1/2Nn4/1p2N2P/5RK1 w - - 1 29,-196.0,-213.0,e7e8,capture,18,0.017621,17.0,0
1R6/5ppk/2p4p/2P2r1r/3P1Pq1/3PP3/6P1/2R1Q1K1 b - - 4 34,-306.0,-295.0,f5d5,quiet,18,0.008101,11.0,0
r1b1k3/1p3r2/2n3Qp/p1Pp4/5B1q/P1P5/4BPP1/RN2K3 w Qq - 4 21,179.0,41.0,g6g8,quiet,21,0.178263,138.0,0
8/5rk1/4r3/2Qpb1p1/3p2P1/1P1P4/2P2RK1/8 w - - 2 45,169.0,396.0,c5d5,capture,14,0.181484,227.0,0
8/5k2/R5pp/P3pp2/2r5/P7/6KP/8 b - - 0 35,164.0,97.0,c4c2,quiet,11,0.083842,67.0,0
8/4n1k1/2p3Pp/3b4/3P2K1/8/p1B5/B7 w - - 30 68,-361.0,-424.0,c2d3,quiet,11,0.031127,63.0,0
5k2/3R1b2/2rn4/5p2/5K2/8/8/3B2R1 w - - 20 60,220.0,221.0,d1f3,quiet,9,0.000986,1.0,0
1r3rk1/2pp1q2/1nn1pP2/1bb4p/p7/P1B2NP1/1PQ2PB1/3RR1K1 w - - 1 22,-29.0,92.0,f3g5,quiet,25,0.171026,121.0,0
4r1nr/pp3k1p/n2q1p2/2pp2pP/3P4/P1PB3N/1PQN1PP1/R4K2 b - - 1 12,20.0,94.0,g5g4,quiet,26,0.103319,74.0,0
2r1r1k1/p6p/Q1B1p3/8/3q3b/B6P/P1K3P1/1R6 b - - 2 26,314.0,932.0,d4e4,quiet,16,0.136281,618.0,0
8/6p1/2k5/4RP2/1P6/1K6/r7/8 b - - 2 68,-179.0,-163.0,a2a1,quiet,7,0.018238,16.0,0
r1b1k2r/ppp2q1p/3b4/3n1pp1/PP1P4/1Q2Pp2/3NB1PP/R1B2RK1 w - - 0 13,95.0,131.0,d2f3,capture,27,0.046663,36.0,0
r2qkb1r/pp1n1ppn/2p1p2p/3p4/3P1BP1/P1N1PN1P/1PP2P2/R2QK2R w KQkq - 0 9,127.0,79.0,f3e5,quiet,30,0.063270,48.0,0
r5k1/3p3p/1pbqpp2/n4p2/2P2P2/4N3/1Q2B1PP/1N1R2K1 b - - 0 19,68.0,102.0,d6f4,capture,21,0.046084,34.0,0
q5k1/1p3pp1/1R3n1p/P1p2P2/2N5/3r2P1/3B3P/4R1K1 b - - 1 24,35.0,217.0,d3d2,capture,18,0.226954,182.0,0
r1b1r3/1p5p/p1nk2p1/3p1p2/P2P1N1P/2P5/1P3PP1/RN3K1R b - - 2 14,-100.0,-63.0,e8e4,quiet,23,0.050381,37.0,0
4qrk1/r1pb1npp/3p4/3Qn2B/p4N2/2PP2P1/PP5P/R1B2RK1 b - - 6 17,-131.0,-122.0,d7c6,quiet,25,0.011376,9.0,0
4rrk1/pp1b2pp/1n3q2/2pPbp2/3n1N1P/1PNQ1PP1/PB1P4/R2K1BR1 w - - 3 18,-11.0,-11.0,a2a4,quiet,29,0.000000,0.0,0
8/8/p1k5/4b3/8/4B3/6p1/3K4 w - - 0 49,-413.0,-474.0,d1e2,quiet,6,0.023602,61.0,0
1k6/3B4/8/4p3/4p3/2b1Pb2/3N4/4K3 b - - 69 76,327.0,226.0,b8c7,quiet,9,0.081886,101.0,0
r3r1k1/p4pb1/1p2qn2/3pBp2/7P/3N1QP1/PP6/R4RK1 b - - 3 22,267.0,118.0,d5d4,quiet,21,0.159451,149.0,0
r3k2r/p2q1nbp/1p3pp1/1P2p3/1QN5/3P2BP/4PP2/R3K2R b KQq - 0 16,117.0,7.0,g7f8,quiet,23,0.152215,110.0,0
8/8/8/2kb4/p7/Np6/8/K7 b - - 1 73,483.0,536.0,c5b4,quiet,6,0.014683,53.0,0
k1r1b2R/8/1p1Bp3/pP1pPp2/P1pr4/8/2B5/4K3 w - - 0 47,-353.0,-375.0,h8h6,quiet,17,0.012357,22.0,0
4r3/3pqp2/2p3pk/4Pp2/3P1P1p/2P2N1P/Q5PK/4R3 b - - 4 30,-455.0,-445.0,h6g7,quiet,19,0.003736,10.0,0
8/p5k1/6p1/pr3nPp/2p1K3/3p4/R7/6R1 b - - 1 41,681.0,629.0,h5h4,quiet,13,0.006611,52.0,0
4r1k1/1p3ppp/p1n5/4nb1P/4pB2/1P4P1/P4PB1/3R2K1 b - - 2 22,306.0,363.0,e5f3,quiet,20,0.036493,57.0,0
k2r1r2/pp1q1p2/2p1p1p1/2PnP1Np/3P4/PQ5P/5PP1/1R1R2K1 w - - 5 20,98.0,153.0,d1e1,quiet,24,0.069567,55.0,0
r3kbnr/pp6/2p5/P2bnp2/1P1B3p/N1P3P1/4N2P/R2K1BR1 b kq - 1 13,7.0,-8.0,f8d6,quiet,24,0.021583,15.0,0
5rk1/1bpq1ppp/3b4/1r2p3/4n3/1PBN4/3P1NPP/1R1Q1RK1 w - - 0 18,-205.0,-184.0,d3e5,capture,23,0.022426,21.0,0
r5kr/1bpnqpb1/p5pp/2nPp3/P1B1P3/B1P1QN2/3N3P/R3K1R1 w - - 6 18,92.0,79.0,g1g6,capture,27,0.017618,13.0,0
8/8/Q7/2PPN3/4kp2/1p2p3/6K1/1r6 b - - 2 60,-248.0,-195.0,e4e5,capture,10,0.052073,53.0,0
5k2/8/4p2p/1P5p/4B2P/3Q3K/8/6q1 w - - 6 57,476.0,453.0,d3d6,quiet,10,0.007996,23.0,0
6k1/8/1R6/8/4K3/8/8/6r1 b - - 3 56,7.0,-11.0,g1e1,quiet,4,0.025897,18.0,0
8/7k/1P6/P1K4p/2P2q2/8/5r2/8 b - - 6 50,1143.0,1337.0,h5h4,quiet,8,0.000932,194.0,0
2b1k2r/2r2p2/pp6/2pBP1R1/3b1P1p/3N4/P3KP1P/2R5 b k - 5 25,-11.0,-28.0,b6b5,quiet,20,0.024383,17.0,0
2R5/8/1k1P3p/p5rP/5p2/Bp6/1P3r2/7K b - - 7 60,524.0,624.0,f4f3,quiet,13,0.019887,100.0,0
1n3rk1/2p5/4b1p1/2q3p1/2NpP3/P2P2PP/2PQ2B1/3K1R2 b - - 1 20,-136.0,-5.0,f8f1,capture,20,0.179105,131.0,0
r2q1rk1/1b1pbppp/4pn2/p7/1nNp4/1P2PN1P/1B2BPP1/R2Q1RK1 w - - 0 11,27.0,-44.0,b2d4,capture,28,0.101763,71.0,0
r4bk1/pp3rpp/n1n5/3N1p2/2P5/B4NP1/P5KP/3RR3 w - - 11 24,183.0,-2.0,a3f8,capture,21,0.244312,185.0,0
4R3/p1pk3p/1pNb4/1P1P1P1r/5p1q/3Q1PrP/6P1/R6K w - - 14 32,-33.0,170.0,e8d8,quiet,21,0.274179,203.0,0
r1bqr1k1/pp3ppp/8/2Pp1n1P/3b1P2/P3P3/1BPQ1P2/R3KB1R w - - 0 16,-221.0,30.0,b2d4,capture,26,0.324182,251.0,0
Q7/2kb2rp/3p2p1/1P3p2/2P5/2q2P2/P5PP/4R1K1 w - - 9 29,135.0,92.0,a8a7,quiet,17,0.055671,43.0,0
1k1r3r/nbp3bp/1p3qp1/p1nPN3/P3N3/8/3R1PPP/BB1QR1K1 b - - 6 25,157.0,-39.0,f6e7,quiet,26,0.267613,196.0,0
3rkb2/1b4p1/p3pp2/2pq4/Pp2nP2/1P2PN1r/1BQPB2P/2K2RR1 b - - 3 20,126.0,59.0,d5f5,quiet,26,0.089675,67.0,0
4kb1r/5p1p/4p3/3pP3/1nbP1NpP/1qN1Q3/1P1B1PP1/1K5R b k - 9 18,45.0,93.0,e8d7,quiet,23,0.066330,48.0,0
5rk1/R2Q4/5p2/2P1p1p1/2qp4/5PK1/7P/8 b - - 1 41,57.0,-2.0,f8f7,quiet,13,0.084180,59.0,0
rnbqkb2/ppp1p3/6N1/3r1p1p/5P2/NP2P2P/P2P2P1/R1BQ1KR1 b q - 0 9,-80.0,-141.0,e8f7,quiet,27,0.079327,61.0,0
1k4rr/1pN5/p7/q2ppQ1p/4n3/b3P1PP/2R1B1K1/1R6 b - - 0 25,380.0,419.0,e4g3,capture,20,0.018617,39.0,0
8/6p1/5k1p/r7/5NKP/6P1/8/8 w - - 4 56,-258.0,-263.0,f4h5,quiet,8,0.004294,5.0,0
r4k1r/1pp2pbp/3p2n1/pN1P4/4nP1p/4B2B/PP3P2/R3K2R b KQ - 1 14,179.0,83.0,a8e8,quiet,24,0.119770,96.0,0
2k3r1/1rn5/2pQp3/1p2Bb2/7p/1P3BPq/5P1P/5RK1 w - - 2 26,-90.0,89.0,f3c6,capture,19,0.252050,179.0,0
r1b4r/1p2k1pp/2n2n2/3p4/1p6/5NP1/P2NPPBP/R3K2R w KQ - 4 12,18.0,-36.0,e1g1,quiet,22,0.077504,54.0,0
N1k4r/pp4pp/3b1n2/1B1P4/6PP/2N5/PPbK1P1R/n1B5 w - - 1 15,127.0,33.0,h2h1,quiet,22,0.127692,94.0,0
